Rowid,AS_LOCATIONS2011,X,Y,SST_4KM_A2011175,SST_4KM_A2011176,SST_4KM_A2011177,SST_4KM_A2011178,SST_4KM_A2011179,SST_4KM_A2011180,SST_4KM_A2011181,SST_4KM_A2011182
346,7995464,-91.84831667,29.22893333,0,43956,43001,44625,45400,47895,48293,48902
347,7995464,-93.85136667,29.22841667,41554,43150,41565,43423,42872,45124,45305,44943
348,7995464,-91.89029743,29.22801271,0,43978,42691,44787,45142,46910,48343,48109
349,7995464,-89.67640887,29.2264618,0,45344,46714,46469,46968,46689,47920,49131
350,7995464,-88.82545,29.22633333,0,0,45994,44305,45561,46358,0,0
351,7995464,-92.69213402,29.22618302,0,43959,41665,43971,43521,45394,45934,47986
352,7995464,-92.89351766,29.22595924,0,43711,0,43807,43802,45162,46134,47596
353,7995464,-92.4405,29.22556667,0,43892,42398,43559,44472,46650,47489,47900
354,7995464,-92.26283022,29.22484911,0,44415,42695,44222,44812,47058,48739,48173
355,7995464,-91.53092895,29.22459464,0,43917,43869,45080,45621,0,0,48253
356,7995464,-89.79378333,29.22453333,0,44561,46440,45860,47491,46943,48981,48711
357,7995464,-89.6762389,29.22339778,0,45344,46714,46469,46968,46689,47920,49131
358,7995464,-94.10585,29.22181667,40616,43182,41868,43311,42548,44686,45151,44209
359,7995464,-89.70936311,29.22158443,0,45132,47129,47319,47555,46250,49060,48933
360,7995464,-92.44532596,29.22114153,0,43892,42398,43559,44472,46650,47489,47900
361,7995464,-92.3487841,29.22090022,0,43827,42189,43852,44248,46894,48211,48269
362,7995464,-92.3487841,29.22090022,0,43827,42189,43852,44248,46894,48211,48269
363,7995464,-92.4205687,29.21776239,0,43892,42398,43559,44472,46650,47489,47900
364,7995464,-92.25649496,29.2175917,0,44415,42695,44222,44812,47058,48739,48173
365,7995464,-92.8930533,29.21710015,0,43711,0,43807,43802,45162,46134,47596
366,7995464,-94.10634094,29.21618812,40616,43182,41868,43311,42548,44686,45151,44209
367,7995464,-92.8914033,29.21300015,0,43711,0,43807,43802,45162,46134,47596
368,7995464,-93.64702475,29.21246193,41946,42804,0,43334,43179,45211,45262,45970
369,7995464,-89.56583157,29.21192445,0,44176,46769,46049,45724,46984,46929,49004
370,7995464,-92.45773957,29.20940867,0,43892,42398,43559,44472,46650,47489,47900
371,7995464,-91.19988333,29.20886667,0,0,0,0,0,0,0,0
372,7995464,-92.42605029,29.20812038,0,43896,42276,44405,44134,46639,47384,48452
373,7995464,-92.89236615,29.20649615,0,43851,41656,43833,44106,44570,46166,47846
374,7995464,-89.5875561,29.20531263,0,44688,46836,45758,47056,46006,47298,50133
375,7995464,-91.19061667,29.20263333,0,44092,44528,45449,45483,0,48411,47777
376,7995464,-89.54903333,29.2026,0,43897,46817,45559,46224,45788,47165,50364
377,7995464,-88.77954981,29.20088476,0,43573,46289,46428,43429,45354,46104,0
378,7995464,-92.26263689,29.20038552,0,44029,42350,44382,44576,46617,48335,48425
379,7995464,-91.61968172,29.20029707,0,44225,43122,44872,45764,48711,49347,48610
380,7995464,-93.6463,29.19773333,41759,43027,0,43499,42840,44893,45394,45469
381,7995464,-90.0621,29.19758333,0,44675,46494,46703,0,0,0,0
382,7995464,-92.93944676,29.19331091,0,43874,0,43711,43910,44892,45621,47591
383,7995464,-89.82486448,29.19047308,0,44848,47035,46056,47530,0,49220,48930
384,7995464,-91.6866347,29.19030437,0,44177,43198,44904,45877,48558,49218,48288
385,7995464,-91.5016,29.19016667,0,43936,44124,45344,45209,46550,50136,48301
386,7995464,-91.89329418,29.19004047,0,43707,42228,44364,44559,46749,48308,48520
387,7995464,-92.44615,29.18936667,0,43896,42276,44405,44134,46639,47384,48452
388,7995464,-91.88421205,29.18833936,0,43707,42228,44364,44559,46749,48308,48520
389,7995464,-92.25959086,29.18800484,0,44029,42350,44382,44576,46617,48335,48425
390,7995464,-89.64000054,29.18747266,0,45140,46814,45687,47491,45327,48179,49185
391,7995464,-91.1044719,29.18714066,0,44331,45455,45473,46989,0,0,0
392,7995464,-92.88119327,29.1869242,0,43851,41656,43833,44106,44570,46166,47846
393,7995464,-92.87846667,29.18425,0,43851,41656,43833,44106,44570,46166,47846
394,7995464,-93.64673333,29.18416667,41759,43027,0,43499,42840,44893,45394,45469
395,7995464,-90.04951374,29.18323901,0,44675,46494,46703,0,0,0,0
396,7995464,-92.32841878,29.18294136,0,43909,42377,44477,44130,46665,48471,48479
397,7995464,-92.94040121,29.17996786,0,43874,0,43711,43910,44892,45621,47591
398,7995464,-92.49416667,29.17771667,0,44000,41964,44668,44052,45984,47316,48280
399,7995464,-91.34805,29.1776,0,43756,44652,45588,45222,0,50099,0
400,7995464,-93.404,29.17431667,41687,43074,0,43236,43188,44850,44800,46096
401,7995464,-89.87440468,29.17184226,0,44554,46494,45569,47568,47231,49883,48846
402,7995464,-92.26285448,29.1717009,0,44029,42350,44382,44576,46617,48335,48425
403,7995464,-92.31916018,29.17093061,0,43909,42377,44477,44130,46665,48471,48479
404,7995464,-90.06468333,29.17035,0,44675,46494,46703,0,0,0,0
405,7995464,-93.84986667,29.17028333,41087,43036,41600,43365,42661,44954,45454,44953
406,7995464,-90.05293486,29.17015012,0,44675,46494,46703,0,0,0,0
407,7995464,-92.45466667,29.16955,0,43896,42276,44405,44134,46639,47384,48452
408,7995464,-92.26216667,29.16941667,0,44029,42350,44382,44576,46617,48335,48425
409,7995464,-92.4069,29.1684,0,43828,42088,44072,43943,46845,48215,48486
410,7995464,-89.56922345,29.16813527,0,43897,46817,45559,46224,45788,47165,50364
411,7995464,-90.04426718,29.16804854,0,44675,46494,46703,0,0,0,0
412,7995464,-90.04426718,29.16804854,0,44675,46494,46703,0,0,0,0
413,7995464,-92.50476667,29.16711667,0,43987,42184,43789,44131,45907,47184,48103
414,7995464,-91.05358333,29.16686667,0,44331,45455,45473,46989,0,0,0
415,7995464,-90.0767,29.16426667,0,44416,45863,45495,46791,46918,0,48649
416,7995464,-90.08183333,29.16341667,0,44416,45863,45495,46791,46918,0,48649
417,7995464,-90.044987,29.16332894,0,44416,45863,45495,46791,46918,0,48649
418,7995464,-90.04365,29.1618,0,44416,45863,45495,46791,46918,0,48649
419,7995464,-90.0449492,29.16145233,0,44416,45863,45495,46791,46918,0,48649
420,7995464,-90.03797336,29.15947533,0,44152,46161,45712,47088,46850,0,49494
421,7995464,-92.29865,29.15848333,0,43926,42499,43961,44054,46167,48066,49627
422,7995464,-90.05849988,29.15782609,0,44416,45863,45495,46791,46918,0,48649
423,7995464,-90.05849988,29.15782609,0,44416,45863,45495,46791,46918,0,48649
424,7995464,-89.6911,29.15756667,0,44017,46689,45565,47026,45741,48702,49087
425,7995464,-91.05891386,29.15603092,0,44094,44068,45213,45820,44173,0,0
426,7995464,-92.86622763,29.15599743,0,43842,42050,43022,44170,44483,45878,47702
427,7995464,-92.86663458,29.15586577,0,43842,42050,43022,44170,44483,45878,47702
428,7995464,-94.10685,29.1553,40435,42608,41724,43184,42549,44737,45004,43706
429,7995464,-92.69789356,29.15520927,0,43843,41823,43672,43849,44626,45765,48196
430,7995464,-90.09803333,29.15486667,0,44549,45818,45229,47098,46641,0,47784
431,7995464,-91.35291218,29.15451577,0,43590,44020,44959,45007,43403,49922,0
432,7995464,-93.15829048,29.15345924,42302,43366,41621,43393,43357,44588,45386,46544
433,7995464,-91.53219237,29.15286476,0,43892,43784,45306,45346,47315,49532,48494
434,7995464,-91.10522546,29.15080134,0,43831,44054,45330,45929,44793,0,47122
435,7995464,-92.69806667,29.15045,0,43843,41823,43672,43849,44626,45765,48196
436,7995464,-91.52205029,29.15032924,0,43892,43784,45306,45346,47315,49532,48494
437,7995464,-91.69105266,29.15022415,0,44156,43573,44656,45161,48156,48572,46053
438,7995464,-88.68044352,29.14925058,0,0,46701,46174,44489,45095,46515,0
439,7995464,-91.55935,29.14918333,0,44037,43663,44967,45423,48258,49640,48287
440,7995464,-90.09795,29.14876667,0,44549,45818,45229,47098,46641,0,47784
441,7995464,-91.69973333,29.14851667,0,44156,43573,44656,45161,48156,48572,46053
442,7995464,-89.6943,29.14733333,0,44017,46689,45565,47026,45741,48702,49087
443,7995464,-92.46893725,29.14626496,0,43892,42034,0,43717,45378,46932,48182
444,7995464,-92.95128579,29.14418787,0,43685,41551,43573,43754,44550,45632,46887
445,7995464,-90.1073,29.14213333,0,44549,45818,45229,47098,46641,0,47784
446,7995464,-90.11743333,29.14175,0,44549,45818,45229,47098,46641,0,47784
447,7995464,-90.40660556,29.14076111,0,0,44498,45969,46507,0,0,46712
448,7995464,-91.52366667,29.13955,0,43892,43784,45306,45346,47315,49532,48494
449,7995464,-91.50495763,29.13755191,0,43892,43784,45306,45346,47315,49532,48494
450,7995464,-91.21846667,29.1375,0,43972,43855,45283,45004,44957,48628,0
451,7995464,-92.27312951,29.1363699,0,43926,42499,43961,44054,46167,48066,49627
452,7995464,-92.85236247,29.13448665,0,43842,42050,43022,44170,44483,45878,47702
453,7995464,-91.72563581,29.12988798,0,44067,43350,44233,44870,47275,48816,0
454,7995464,-92.40121667,29.12875,0,43924,42255,44532,43722,45841,47164,49412
455,7995464,-92.84969876,29.12746756,0,43842,42050,43022,44170,44483,45878,47702
456,7995464,-91.90929672,29.12708907,0,43946,42322,44280,44468,46223,47655,0
457,7995464,-92.85306263,29.12637925,0,43842,42050,43022,44170,44483,45878,47702
458,7995464,-88.63297316,29.12475273,0,0,45403,45839,44312,45194,45673,0
459,7995464,-90.11601667,29.12258333,0,44237,45639,45295,46111,47788,48805,48200
460,7995464,-92.85077705,29.12120841,0,43820,42008,44015,43818,45846,45649,47241
461,7995464,-89.58481667,29.12028333,0,42994,46825,45102,48021,45540,47245,48806
462,7995464,-90.10571667,29.11955,0,44237,45639,45295,46111,47788,48805,48200
463,7995464,-89.90855,29.11918333,0,44515,46441,45440,47277,46988,48941,48862
464,7995464,-93.64805,29.11863333,41191,43090,41521,43203,42643,44421,44689,44655
465,7995464,-91.36550403,29.11859263,0,43391,43333,45049,45475,42918,49607,48049
466,7995464,-88.65691975,29.11816503,0,0,45403,45839,44312,45194,45673,0
467,7995464,-90.02998816,29.11809013,0,44493,46298,45658,46582,46846,49201,49046
468,7995464,-92.84441148,29.11751393,0,43820,42008,44015,43818,45846,45649,47241
469,7995464,-90.17691667,29.11685,0,44612,0,44235,0,0,48488,47688
470,7995464,-92.91556037,29.11452165,0,43820,42008,44015,43818,45846,45649,47241
471,7995464,-93.40483333,29.11448333,41747,43367,41589,42831,42890,44623,45106,45635
472,7995464,-91.53765162,29.11421877,0,44022,43782,44701,44737,0,49616,48588
473,7995464,-92.84313858,29.1142135,0,43820,42008,44015,43818,45846,45649,47241
474,7995464,-91.53502668,29.11326425,0,44022,43782,44701,44737,0,49616,48588
475,7995464,-92.55585562,29.11276325,0,43847,42365,43503,43781,44760,45876,47923
476,7995464,-91.37498296,29.11252564,0,43391,43333,45049,45475,42918,49607,48049
477,7995464,-92.28115,29.11185,0,44070,41974,44151,44196,45106,46879,49892
478,7995464,-91.91708716,29.11013078,0,43841,42262,44200,44195,46015,47520,48119
479,7995464,-89.81105,29.10958333,0,43887,46586,45800,47331,46468,50003,48700
480,7995464,-92.47871667,29.10943333,0,43917,42159,42106,43884,45147,46577,48059
481,7995464,-91.92313333,29.10923333,0,43841,42262,44200,44195,46015,47520,48119
482,7995464,-92.84007537,29.10759424,0,43820,42008,44015,43818,45846,45649,47241
483,7995464,-91.37163333,29.1075,0,43391,43333,45049,45475,42918,49607,48049
484,7995464,-92.39269929,29.10679014,0,43902,42142,44304,43908,45489,46849,48718
485,7995464,-90.19233769,29.10639421,0,44612,0,44235,0,0,48488,47688
486,7995464,-90.19233769,29.10639421,0,44612,0,44235,0,0,48488,47688
487,7995464,-90.19151667,29.10543333,0,44612,0,44235,0,0,48488,47688
488,7995464,-92.94322971,29.10536981,0,43703,41691,43586,43544,44762,45462,46784
489,7995464,-92.56487921,29.10480402,0,43847,42365,43503,43781,44760,45876,47923
490,7995464,-89.94463333,29.10425,0,44515,46441,45440,47277,46988,48941,48862
491,7995464,-93.16867336,29.10391804,41747,43499,41593,43530,43020,44382,45448,46476
492,7995464,-89.92023415,29.10333313,0,44515,46441,45440,47277,46988,48941,48862
493,7995464,-92.70515278,29.10332064,0,43895,41884,43553,43458,44744,45920,47940
494,7995464,-90.17683362,29.10161296,0,44612,0,44235,0,0,48488,47688
495,7995464,-90.17683362,29.10161296,0,44612,0,44235,0,0,48488,47688
496,7995464,-89.59131087,29.10086662,0,42994,46825,45102,48021,45540,47245,48806
497,7995464,-92.47980896,29.1006132,0,43917,42159,42106,43884,45147,46577,48059
498,7995464,-90.11857444,29.10045787,0,44237,45639,45295,46111,47788,48805,48200
499,7995464,-92.71170504,29.09731101,0,43768,41635,43687,43625,45184,45982,47941
500,7995464,-92.90800837,29.09386751,0,43820,42008,44015,43818,45846,45649,47241
501,7995464,-90.1957,29.0929,0,44612,0,44235,0,0,48488,47688
502,7995464,-91.51251328,29.09276758,0,44022,43782,44701,44737,0,49616,48588
503,7995464,-92.28531667,29.09221667,0,44070,41974,44151,44196,45106,46879,49892
504,7995464,-92.58139584,29.09200954,0,43847,42365,43503,43781,44760,45876,47923
505,7995464,-90.02285096,29.09169814,0,44493,46298,45658,46582,46846,49201,49046
506,7995464,-90.66836002,29.09115011,0,44836,44362,46141,46165,44337,0,0
507,7995464,-90.19545806,29.09106186,0,44612,0,44235,0,0,48488,47688
508,7995464,-89.37815,29.09103333,0,0,0,0,0,0,0,0
509,7995464,-91.92978333,29.08966667,0,43841,42262,44200,44195,46015,47520,48119
510,7995464,-93.16872732,29.0891918,41747,43499,41593,43530,43020,44382,45448,46476
511,7995464,-90.21085,29.08778333,0,0,0,0,0,0,0,0
512,7995464,-93.85284452,29.08745762,41153,43206,41879,43379,42664,44459,44878,44177
513,7995464,-90.26756667,29.08728333,0,0,0,0,0,0,0,0
514,7995464,-93.1630974,29.08697044,0,43670,41575,43196,43278,44610,45583,46466
515,7995464,-90.26451667,29.08655,0,0,0,0,0,0,0,0
516,7995464,-90.21772213,29.08639053,0,0,0,0,0,0,0,0
517,7995464,-92.71486667,29.08545,0,43768,41635,43687,43625,45184,45982,47941
518,7995464,-90.25785,29.08485,0,0,0,0,0,0,0,0
519,7995464,-92.83120655,29.08371406,0,43744,41770,44115,43808,45518,45805,47810
520,7995464,-93.85275752,29.08350514,41153,43206,41879,43379,42664,44459,44878,44177
521,7995464,-93.85233533,29.0835004,41153,43206,41879,43379,42664,44459,44878,44177
522,7995464,-90.2483,29.08293333,0,0,44870,44980,45827,45553,48685,46562
523,7995464,-90.25031689,29.08217504,0,0,45030,45130,45490,0,48499,47001
524,7995464,-89.79619257,29.08176576,0,44661,46351,46235,46665,46959,49652,48753
525,7995464,-89.79976873,29.08164614,0,44661,46351,46235,46665,46959,49652,48753
526,7995464,-90.22922151,29.08142449,0,0,44870,44980,45827,45553,48685,46562
527,7995464,-90.22922151,29.08142449,0,0,44870,44980,45827,45553,48685,46562
528,7995464,-93.4094949,29.08097867,0,43337,41992,43116,42946,44800,45280,45372
529,7995464,-89.80612264,29.08008925,0,44661,46351,46235,46665,46959,49652,48753
530,7995464,-92.82719114,29.07960994,42627,43714,0,43859,43509,45358,45686,46905
531,7995464,-92.28904333,29.07860538,0,43996,42074,43889,44056,45265,46301,48429
532,7995464,-90.25911701,29.07621233,0,0,45030,45130,45490,0,48499,47001
533,7995464,-90.25198402,29.07620505,0,0,45030,45130,45490,0,48499,47001
534,7995464,-90.1934267,29.07586384,0,44031,45306,44493,45996,44619,48742,47221
535,7995464,-90.24096772,29.0755521,0,0,44870,44980,45827,45553,48685,46562
536,7995464,-89.7137,29.07546667,0,44137,46258,46221,46125,46705,49349,48767
537,7995464,-92.4936745,29.07535965,0,43841,42057,43839,43578,44941,46139,47593
538,7995464,-90.22723333,29.07488333,0,0,44870,44980,45827,45553,48685,46562
539,7995464,-90.22161667,29.07411667,0,0,44870,44980,45827,45553,48685,46562
540,7995464,-92.59354171,29.0731908,0,43833,41815,43821,43429,45108,45833,47481
541,7995464,-91.38692878,29.07296909,0,43697,43718,44569,44971,42639,49413,48603
542,7995464,-91.23227046,29.07228492,0,44379,43665,44850,44654,45089,49975,47258
543,7995464,-90.63953581,29.07151643,0,44322,42874,44959,45431,43880,0,0
544,7995464,-90.2331592,29.07113506,0,0,44870,44980,45827,45553,48685,46562
545,7995464,-91.52322778,29.06851111,0,43543,43981,44549,44668,0,48550,48837
546,7995464,-90.25948771,29.06741112,0,0,45030,45130,45490,0,48499,47001
547,7995464,-91.06891667,29.06698333,0,43960,44063,45345,44666,44075,49432,47670
