Rowid,AS_LOCATIONS2011,X,Y,SST_4KM_A2011175,SST_4KM_A2011176,SST_4KM_A2011177,SST_4KM_A2011178,SST_4KM_A2011179,SST_4KM_A2011180,SST_4KM_A2011181,SST_4KM_A2011182
1199,7995464,-92.39725505,28.70227278,0,43219,41921,43437,42635,44257,44956,46041
1200,7995464,-94.10472903,28.70218333,0,43165,42147,42601,42157,43630,44120,43017
1201,7995464,-90.28426559,28.70167513,0,43271,44771,45102,43378,43864,0,45979
1202,7995464,-90.34185262,28.70131161,0,43271,44638,45007,44515,45142,48556,46387
1203,7995464,-92.64531427,28.70035357,0,43242,41633,43066,42554,43741,45013,44097
1204,7995464,-90.07473333,28.7002,0,0,45129,45383,42541,45427,48028,0
1205,7995464,-91.3148874,28.69953427,0,42929,42965,42916,43247,42831,46351,47878
1206,7995464,-90.68298112,28.6988062,0,43377,43927,44069,43892,43739,0,45276
1207,7995464,-90.25537353,28.69790827,0,43271,44771,45102,43378,43864,0,45979
1208,7995464,-92.17058203,28.69784592,0,42758,41747,43776,42966,44738,45889,45408
1209,7995464,-91.72001408,28.69520127,0,42413,42864,43314,43252,44592,46265,46506
1210,7995464,-91.70811588,28.69488652,0,43404,42756,43241,43206,43950,46292,46757
1211,7995464,-91.09016112,28.6948726,0,43469,43123,43954,43222,44030,0,48064
1212,7995464,-91.52203253,28.69418101,0,43329,42907,43422,43417,0,44804,46655
1213,7995464,-90.87022531,28.6933451,0,43381,43193,43794,44256,42989,0,45449
1214,7995464,-90.32484627,28.69244453,0,43381,44793,45072,44479,43573,48676,45851
1215,7995464,-93.656477,28.69199484,0,42906,41598,43547,42367,44247,44694,44209
1216,7995464,-91.31018202,28.69107286,0,42929,42965,42916,43247,42831,46351,47878
1217,7995464,-91.71585671,28.68968429,0,42413,42864,43314,43252,44592,46265,46506
1218,7995464,-91.34968333,28.68896667,0,43036,42920,43438,43289,43517,46071,47059
1219,7995464,-92.39966566,28.68890803,0,43219,41921,43437,42635,44257,44956,46041
1220,7995464,-91.3517,28.68788333,0,43036,42920,43438,43289,43517,46071,47059
1221,7995464,-90.31364624,28.68775299,0,43381,44793,45072,44479,43573,48676,45851
1222,7995464,-92.18067158,28.68741372,0,42758,41747,43776,42966,44738,45889,45408
1223,7995464,-91.96306105,28.6867061,0,43477,0,43450,43154,44899,45761,47037
1224,7995464,-90.9200737,28.68659437,0,43223,42999,44042,43688,0,0,46853
1225,7995464,-92.96375012,28.68637055,0,43390,42165,43341,42371,44150,44872,43110
1226,7995464,-91.35598333,28.68615,0,43036,42920,43438,43289,43517,46071,47059
1227,7995464,-91.51730443,28.68546433,0,43329,42907,43422,43417,0,44804,46655
1228,7995464,-89.64286855,28.68541202,0,43899,46523,45164,44033,43845,48585,46852
1229,7995464,-91.53283333,28.6849,0,43329,42907,43422,43417,0,44804,46655
1230,7995464,-91.36063333,28.68413333,0,43036,42920,43438,43289,43517,46071,47059
1231,7995464,-91.69244614,28.68345255,0,43404,42756,43241,43206,43950,46292,46757
1232,7995464,-92.18673092,28.6832761,0,42758,41747,43776,42966,44738,45889,45408
1233,7995464,-91.31259382,28.68260242,0,42929,42965,42916,43247,42831,46351,47878
1234,7995464,-91.3646,28.68225,0,43036,42920,43438,43289,43517,46071,47059
1235,7995464,-89.6676339,28.67998989,0,43892,46496,45129,44529,43412,48619,46414
1236,7995464,-90.91096667,28.67915,0,43091,42927,44289,43939,0,0,46235
1237,7995464,-90.58820462,28.67780241,0,43259,43700,43868,43837,43135,0,45567
1238,7995464,-91.80292798,28.67739267,0,0,43048,43058,43163,44922,46131,47355
1239,7995464,-91.32669183,28.67720719,0,42929,42965,42916,43247,42831,46351,47878
1240,7995464,-90.27280054,28.67605268,0,43271,44771,45102,43378,43864,0,45979
1241,7995464,-91.37608333,28.67503333,0,42809,43036,43393,43393,0,0,46669
1242,7995464,-91.73706522,28.67471464,0,42413,42864,43314,43252,44592,46265,46506
1243,7995464,-90.47838333,28.67448333,0,43255,44017,44244,44030,42667,48660,45860
1244,7995464,-91.3231,28.67445,0,42929,42965,42916,43247,42831,46351,47878
1245,7995464,-91.52999174,28.67414474,0,43329,42907,43422,43417,0,44804,46655
1246,7995464,-92.18735,28.67411667,0,42758,41747,43776,42966,44738,45889,45408
1247,7995464,-90.26858517,28.67143662,0,43271,44771,45102,43378,43864,0,45979
1248,7995464,-91.73799148,28.67143288,0,42413,42864,43314,43252,44592,46265,46506
1249,7995464,-89.6514,28.67096667,0,43899,46523,45164,44033,43845,48585,46852
1250,7995464,-90.90547692,28.67064161,0,43091,42927,44289,43939,0,0,46235
1251,7995464,-91.53767206,28.67058368,0,43329,42907,43422,43417,0,44804,46655
1252,7995464,-90.59107129,28.67053574,0,43259,43700,43868,43837,43135,0,45567
1253,7995464,-91.74985,28.67046667,0,42413,42864,43314,43252,44592,46265,46506
1254,7995464,-91.80112869,28.67035956,0,0,43048,43058,43163,44922,46131,47355
1255,7995464,-91.9832,28.66905,0,43477,0,43450,43154,44899,45761,47037
1256,7995464,-91.51748706,28.66762737,0,43329,42907,43422,43417,0,44804,46655
1257,7995464,-92.81897932,28.66674438,0,43132,41567,43197,42904,44181,44906,41649
1258,7995464,-92.54333749,28.66601152,0,43131,41602,43150,42405,43897,44800,44821
1259,7995464,-91.32271021,28.6656589,0,43486,43097,43281,43467,42914,46361,45924
1260,7995464,-91.30536382,28.66532057,0,43486,43097,43281,43467,42914,46361,45924
1261,7995464,-90.58949456,28.66532014,0,43113,43441,44054,43598,43873,0,46118
1262,7995464,-91.3811159,28.66484978,0,42789,42923,43316,43294,42275,45801,46206
1263,7995464,-90.89776856,28.66367257,0,43221,43046,43952,43562,0,0,47667
1264,7995464,-90.28399386,28.66283673,0,42640,44379,44988,43591,44870,48559,46727
1265,7995464,-90.59454634,28.66218705,0,43113,43441,44054,43598,43873,0,46118
1266,7995464,-89.89801667,28.66213333,0,43022,44107,44496,0,44652,48381,0
1267,7995464,-94.10329989,28.66045337,0,43214,42244,43035,42011,43066,43916,42405
1268,7995464,-92.66623097,28.66030774,0,42921,41798,43145,42314,43813,44693,42899
1269,7995464,-92.82846667,28.66003333,0,43111,41491,42932,42514,44017,44779,43343
1270,7995464,-92.19775328,28.65991194,0,42930,41937,43391,42990,44833,45604,45447
1271,7995464,-90.86937857,28.6596683,0,43076,43371,43698,43485,0,0,46904
1272,7995464,-90.2393582,28.65932756,0,42706,44783,45228,43458,0,48666,46137
1273,7995464,-89.68856995,28.6576724,0,43684,46996,45019,44219,0,48551,46455
1274,7995464,-90.09028333,28.65726667,0,42744,44741,45694,42486,44940,48202,46334
1275,7995464,-91.01257723,28.65707015,0,43247,42782,43977,43457,42960,0,47785
1276,7995464,-91.53363033,28.6566888,0,43591,42811,43421,43211,41816,0,45873
1277,7995464,-91.39611667,28.65666667,0,42789,42923,43316,43294,42275,45801,46206
1278,7995464,-92.65914052,28.65617824,0,42921,41798,43145,42314,43813,44693,42899
1279,7995464,-91.53188333,28.6547,0,43591,42811,43421,43211,41816,0,45873
1280,7995464,-91.30233632,28.6541374,0,43486,43097,43281,43467,42914,46361,45924
1281,7995464,-91.29756292,28.65270944,0,43486,43097,43281,43467,42914,46361,45924
1282,7995464,-89.675463,28.65248909,0,43684,46996,45019,44219,0,48551,46455
1283,7995464,-90.21851826,28.65221943,0,42706,44783,45228,43458,0,48666,46137
1284,7995464,-89.73961667,28.65078333,0,43684,46996,45019,44219,0,48551,46455
1285,7995464,-89.67211003,28.64813284,0,43684,46996,45019,44219,0,48551,46455
1286,7995464,-90.20510712,28.64752648,0,43009,45076,45306,42618,0,48847,45684
1287,7995464,-93.20163333,28.64733333,0,43113,41869,43195,41572,44018,44871,43946
1288,7995464,-91.53516667,28.64721667,0,43591,42811,43421,43211,41816,0,45873
1289,7995464,-90.20011393,28.64626148,0,43009,45076,45306,42618,0,48847,45684
1290,7995464,-90.18825,28.64601667,0,43009,45076,45306,42618,0,48847,45684
1291,7995464,-91.4069,28.6457,0,42789,42923,43316,43294,42275,45801,46206
1292,7995464,-92.82326859,28.64533761,0,43111,41491,42932,42514,44017,44779,43343
1293,7995464,-89.76596623,28.64510921,0,43232,46702,45157,43573,44361,48702,46194
1294,7995464,-92.20390301,28.64466796,0,42930,41937,43391,42990,44833,45604,45447
1295,7995464,-89.76162793,28.6444581,0,43232,46702,45157,43573,44361,48702,46194
1296,7995464,-90.16530509,28.64379124,0,43008,44949,45541,42989,44410,48598,46081
1297,7995464,-91.76610974,28.64378442,0,42534,43137,43345,42416,44647,46407,46907
1298,7995464,-92.65734641,28.64370135,0,42921,41798,43145,42314,43813,44693,42899
1299,7995464,-90.59841803,28.64291284,0,43113,43441,44054,43598,43873,0,46118
1300,7995464,-91.78732789,28.64272986,0,42534,43137,43345,42416,44647,46407,46907
1301,7995464,-94.10384085,28.64024486,0,43214,42244,43035,42011,43066,43916,42405
1302,7995464,-89.81448333,28.63983333,0,43276,46249,44514,42796,44037,48684,45630
1303,7995464,-93.24921667,28.63975,0,43166,41823,43139,41899,44195,44910,44131
1304,7995464,-90.60059654,28.63950747,0,43113,43441,44054,43598,43873,0,46118
1305,7995464,-91.76588333,28.6395,0,42534,43137,43345,42416,44647,46407,46907
1306,7995464,-89.8684616,28.63893024,0,43048,44771,44266,0,45096,48551,0
1307,7995464,-90.86986867,28.63861706,0,43076,43371,43698,43485,0,0,46904
1308,7995464,-90.60445736,28.63768517,0,43113,43441,44054,43598,43873,0,46118
1309,7995464,-89.81884719,28.63744137,0,43276,46249,44514,42796,44037,48684,45630
1310,7995464,-90.47954804,28.63697823,0,42791,43997,44378,43659,43806,47954,0
1311,7995464,-93.4207957,28.63688333,0,43276,0,43503,41496,44411,44578,43750
1312,7995464,-91.78243333,28.63623333,0,42534,43137,43345,42416,44647,46407,46907
1313,7995464,-91.32015507,28.63612618,0,43486,43097,43281,43467,42914,46361,45924
1314,7995464,-92.93567853,28.634428,0,43303,41889,43233,42748,44253,44793,44228
1315,7995464,-93.26705,28.63418333,0,43183,41812,43196,41820,43837,44693,43957
1316,7995464,-89.87321486,28.63407161,0,43048,44771,44266,0,45096,48551,0
1317,7995464,-91.03295,28.6338,0,43247,42782,43977,43457,42960,0,47785
1318,7995464,-91.41236667,28.63376667,0,42789,42923,43316,43294,42275,45801,46206
1319,7995464,-91.32096926,28.6333118,0,43486,43097,43281,43467,42914,46361,45924
1320,7995464,-90.87329355,28.6327055,0,43076,43371,43698,43485,0,0,46904
1321,7995464,-92.47030753,28.63248817,0,43273,41489,43220,42571,43906,44877,43266
1322,7995464,-91.29468611,28.63203414,0,43486,43097,43281,43467,42914,46361,45924
1323,7995464,-93.8576985,28.63119083,0,43147,41605,41168,0,43842,44158,43363
1324,7995464,-92.01905282,28.63070431,0,43334,0,43414,42920,44714,45845,46770
1325,7995464,-92.67786423,28.63038264,0,43086,41558,43139,42399,43442,44612,42855
1326,7995464,-90.86262581,28.62921589,0,43076,43371,43698,43485,0,0,46904
1327,7995464,-90.87127077,28.62918169,0,43076,43371,43698,43485,0,0,46904
1328,7995464,-91.12067401,28.62870577,0,43332,43281,43904,43427,43186,0,47927
1329,7995464,-92.20275048,28.62829811,0,42930,41937,43391,42990,44833,45604,45447
1330,7995464,-93.42056667,28.626,0,43276,0,43503,41496,44411,44578,43750
1331,7995464,-90.6091658,28.62491692,0,43187,43256,43912,43501,43965,0,45566
1332,7995464,-93.19074921,28.62467161,0,43102,41748,43455,41882,44220,44510,43978
1333,7995464,-92.68348963,28.6246637,0,43064,41724,43135,42210,43895,44566,44321
1334,7995464,-91.52691679,28.62387609,0,42860,42981,43290,43254,43336,44033,45749
1335,7995464,-90.85194274,28.62384813,0,43133,43264,43471,43606,0,0,47677
1336,7995464,-91.2849543,28.6230243,0,43232,42961,43212,42901,42391,46129,46416
1337,7995464,-90.479253,28.62194034,0,42824,43725,44242,43662,43067,47874,47024
1338,7995464,-91.34049418,28.62030713,0,43029,42988,43035,42712,42613,46166,45845
1339,7995464,-91.41303333,28.61908333,0,42656,43085,43556,42963,43752,46146,46168
1340,7995464,-92.68283023,28.61730626,0,43064,41724,43135,42210,43895,44566,44321
1341,7995464,-93.17552205,28.61707336,0,43102,41748,43455,41882,44220,44510,43978
1342,7995464,-92.43455153,28.61691655,0,43194,41565,42958,42065,43963,44617,45358
1343,7995464,-92.00515718,28.61676498,0,43401,0,43083,42866,44482,45651,46626
1344,7995464,-90.87043415,28.61585456,0,43133,43264,43471,43606,0,0,47677
1345,7995464,-90.45432362,28.61538074,0,43064,43718,44378,43460,43137,48159,46723
1346,7995464,-90.4782038,28.61443858,0,42824,43725,44242,43662,43067,47874,47024
1347,7995464,-91.7935379,28.61434144,0,43413,42939,43152,41608,44191,45984,46896
1348,7995464,-91.27308886,28.61395777,0,43232,42961,43212,42901,42391,46129,46416
1349,7995464,-93.26711667,28.61393333,0,43194,42128,43306,42120,44428,44382,43296
1350,7995464,-92.6883374,28.6137845,0,43064,41724,43135,42210,43895,44566,44321
1351,7995464,-91.56892438,28.61306026,0,43269,42996,43241,43040,0,44793,45933
1352,7995464,-91.05488627,28.61249533,0,43006,43245,43931,43431,42792,0,47750
1353,7995464,-93.66603238,28.6121322,0,43138,42046,42913,41729,44127,44189,43673
1354,7995464,-91.3375,28.6111,0,43029,42988,43035,42712,42613,46166,45845
1355,7995464,-92.68225014,28.61061432,0,43064,41724,43135,42210,43895,44566,44321
1356,7995464,-92.42423282,28.61024854,0,43194,41565,42958,42065,43963,44617,45358
1357,7995464,-90.87060502,28.60983534,0,43133,43264,43471,43606,0,0,47677
1358,7995464,-91.34543333,28.60851667,0,43029,42988,43035,42712,42613,46166,45845
1359,7995464,-91.0596196,28.60779533,0,43006,43245,43931,43431,42792,0,47750
1360,7995464,-91.08341667,28.60693333,0,43304,43650,43945,43319,43286,0,47664
1361,7995464,-91.32921667,28.60546667,0,43029,42988,43035,42712,42613,46166,45845
1362,7995464,-91.35888333,28.60446667,0,43029,42988,43035,42712,42613,46166,45845
1363,7995464,-91.3963,28.60435,0,42656,43085,43556,42963,43752,46146,46168
1364,7995464,-91.59352811,28.60301536,0,43395,42991,43039,42669,0,45016,46267
1365,7995464,-93.26148333,28.60288333,0,43194,42128,43306,42120,44428,44382,43296
1366,7995464,-91.36866667,28.60245,0,43029,42988,43035,42712,42613,46166,45845
1367,7995464,-91.38026667,28.60241667,0,42656,43085,43556,42963,43752,46146,46168
1368,7995464,-91.06229682,28.60170436,0,43006,43245,43931,43431,42792,0,47750
1369,7995464,-92.69360447,28.60156223,0,43064,41724,43135,42210,43895,44566,44321
1370,7995464,-90.83337946,28.6010668,0,43133,43264,43471,43606,0,0,47677
1371,7995464,-91.63705919,28.60032316,0,43229,42809,43163,42569,42290,45422,45204
1372,7995464,-90.61597999,28.6001837,0,43187,43256,43912,43501,43965,0,45566
1373,7995464,-93.27418333,28.60001667,0,43194,42128,43306,42120,44428,44382,43296
1374,7995464,-93.3283776,28.59827662,0,43236,41938,43465,41519,44279,44338,43282
1375,7995464,-93.20075,28.59796667,0,43102,41748,43455,41882,44220,44510,43978
1376,7995464,-91.06839891,28.59739863,0,43006,43245,43931,43431,42792,0,47750
1377,7995464,-90.8712936,28.59686993,0,43133,43264,43471,43606,0,0,47677
1378,7995464,-92.69262651,28.59508615,0,43064,41724,43135,42210,43895,44566,44321
1379,7995464,-90.61994656,28.59379914,0,43187,43256,43912,43501,43965,0,45566
1380,7995464,-91.07437868,28.59348585,0,43006,43245,43931,43431,42792,0,47750
1381,7995464,-92.79687205,28.59289012,0,43082,41767,42958,42200,44020,44842,42746
1382,7995464,-92.01941667,28.59255,0,43401,0,43083,42866,44482,45651,46626
1383,7995464,-92.4798257,28.59218394,0,43284,41510,43149,42408,43955,44761,44253
1384,7995464,-90.62071323,28.59148247,0,43187,43256,43912,43501,43965,0,45566
1385,7995464,-90.87240357,28.59049857,0,43133,43264,43471,43606,0,0,47677
1386,7995464,-90.62029044,28.5903891,0,43187,43256,43912,43501,43965,0,45566
1387,7995464,-91.08587461,28.58859743,0,43304,43650,43945,43319,43286,0,47664
1388,7995464,-92.24331667,28.58855,0,43077,41902,43295,42703,44310,45065,45779
1389,7995464,-92.98805365,28.58843735,0,43174,41928,43244,42368,44012,44890,0
1390,7995464,-91.08290139,28.58781841,0,43006,43245,43931,43431,42792,0,47750
1391,7995464,-92.99119101,28.58722293,0,43174,41928,43244,42368,44012,44890,0
1392,7995464,-91.15583333,28.58695,0,43306,43077,43781,42899,44012,0,46146
1393,7995464,-90.81974225,28.58620695,0,43129,43535,43664,43762,0,0,46756
1394,7995464,-92.70394426,28.58589048,0,43064,41724,43135,42210,43895,44566,44321
1395,7995464,-91.33661667,28.58566667,0,43029,42988,43035,42712,42613,46166,45845
1396,7995464,-92.23945495,28.58350312,0,43077,41902,43295,42703,44310,45065,45779
1397,7995464,-91.07985614,28.58349006,0,43006,43245,43931,43431,42792,0,47750
1398,7995464,-90.87263415,28.58285456,0,42931,43359,43780,43509,41977,0,47904
1399,7995464,-91.09317186,28.58261482,0,42871,43077,43767,42844,43458,0,47324
1400,7995464,-93.29688333,28.58225,0,43032,42119,43463,41600,44268,44218,43575
1401,7995464,-93.41843845,28.58070656,0,43440,41649,43249,42315,44224,44178,43662
1402,7995464,-93.85108333,28.5807,0,43208,42023,42920,41774,44134,44078,41851
1403,7995464,-92.86561609,28.58065595,0,42913,41542,43146,42320,44170,44666,43754
1404,7995464,-94.10146667,28.58026667,0,43176,42081,42925,41781,43903,43849,42545
1405,7995464,-92.69820682,28.57987506,0,43009,41571,42989,42200,43835,44576,43099
1406,7995464,-93.20727855,28.57960317,0,43041,41909,43591,41893,44266,44202,43917
1407,7995464,-90.87242752,28.57944229,0,42931,43359,43780,43509,41977,0,47904
1408,7995464,-91.09923799,28.57881415,0,42871,43077,43767,42844,43458,0,47324
1409,7995464,-91.27613333,28.57611667,0,43379,43305,43226,42611,43815,45107,46550
1410,7995464,-92.70884426,28.57557382,0,43079,41661,42948,42304,43888,44494,42792
1411,7995464,-90.87273427,28.57520241,0,42931,43359,43780,43509,41977,0,47904
1412,7995464,-90.24418333,28.57398333,0,42500,43572,44328,43050,43381,48767,46894
1413,7995464,-90.80628885,28.57368891,0,43066,43618,43536,43805,39850,0,47795
1414,7995464,-90.80599641,28.57245179,0,43066,43618,43536,43805,39850,0,47795
1415,7995464,-91.16057473,28.57196874,0,43103,43606,43498,42562,43869,0,46578
1416,7995464,-93.49648333,28.57156667,0,43390,41699,42719,42081,44193,44160,43540
1417,7995464,-91.10751651,28.5710181,0,42871,43077,43767,42844,43458,0,47324
1418,7995464,-93.41317268,28.57000847,0,43354,41661,43192,41910,44189,44027,43508
1419,7995464,-92.81243327,28.56935927,0,43061,41600,42670,42204,44090,44601,0
1420,7995464,-92.43604689,28.56699544,0,43193,0,43031,42508,43380,44633,43847
1421,7995464,-91.21616612,28.56564956,0,43379,43305,43226,42611,43815,45107,46550
1422,7995464,-92.70042848,28.56557147,0,43009,41571,42989,42200,43835,44576,43099
1423,7995464,-90.67933333,28.56535,0,42750,43561,44007,43047,43497,0,47042
1424,7995464,-93.30541667,28.56518333,0,43032,42119,43463,41600,44268,44218,43575
1425,7995464,-92.03366667,28.5651,0,43207,0,43017,42797,44429,45607,46581
1426,7995464,-91.25901848,28.56498739,0,43379,43305,43226,42611,43815,45107,46550
1427,7995464,-90.80061125,28.56416526,0,43066,43618,43536,43805,39850,0,47795
1428,7995464,-90.80061125,28.56416526,0,43066,43618,43536,43805,39850,0,47795
1429,7995464,-90.80501649,28.56384176,0,43066,43618,43536,43805,39850,0,47795
1430,7995464,-92.00379151,28.56373437,0,43207,0,43017,42797,44429,45607,46581
1431,7995464,-90.79619458,28.56341827,0,43066,43618,43536,43805,39850,0,47795
1432,7995464,-92.84191667,28.56315,0,42913,41542,43146,42320,44170,44666,43754
1433,7995464,-91.48307414,28.56311017,0,42923,42785,43335,42851,42381,44868,45475
1434,7995464,-91.09516263,28.56306358,0,42871,43077,43767,42844,43458,0,47324
1435,7995464,-92.70273333,28.56295,0,43009,41571,42989,42200,43835,44576,43099
1436,7995464,-90.79870143,28.56237211,0,43066,43618,43536,43805,39850,0,47795
1437,7995464,-90.79387138,28.56141824,0,43066,43618,43536,43805,39850,0,47795
1438,7995464,-91.34703281,28.56124993,0,42791,43046,43105,42684,44629,46369,46105
1439,7995464,-93.2985699,28.56090485,0,43032,42119,43463,41600,44268,44218,43575
1440,7995464,-91.13276903,28.56044556,0,43103,43606,43498,42562,43869,0,46578
1441,7995464,-93.29893556,28.55949275,0,43032,42119,43463,41600,44268,44218,43575
1442,7995464,-92.7296,28.55751667,0,43079,41661,42948,42304,43888,44494,42792
1443,7995464,-91.12180219,28.55687869,0,42871,43077,43767,42844,43458,0,47324
1444,7995464,-92.99060877,28.5558539,0,43036,41867,43268,42017,43864,44646,43887
1445,7995464,-93.29900752,28.55574945,0,43032,42119,43463,41600,44268,44218,43575
1446,7995464,-93.53153333,28.55538333,0,43368,41688,42863,42120,44378,44089,43401
1447,7995464,-93.43425,28.55418333,0,43440,41649,43249,42315,44224,44178,43662
1448,7995464,-91.27815,28.55256667,0,43379,43305,43226,42611,43815,45107,46550
1449,7995464,-91.27815,28.55256667,0,43379,43305,43226,42611,43815,45107,46550
1450,7995464,-91.19881667,28.55241667,0,43361,43218,43003,42660,43953,0,46549
1451,7995464,-91.19881667,28.55241667,0,43361,43218,43003,42660,43953,0,46549
1452,7995464,-91.19881667,28.55241667,0,43361,43218,43003,42660,43953,0,46549
1453,7995464,-91.19881667,28.55241667,0,43361,43218,43003,42660,43953,0,46549
1454,7995464,-91.19881667,28.55241667,0,43361,43218,43003,42660,43953,0,46549
1455,7995464,-91.19881667,28.55241667,0,43361,43218,43003,42660,43953,0,46549
1456,7995464,-91.19881667,28.55241667,0,43361,43218,43003,42660,43953,0,46549
1457,7995464,-91.19881667,28.55241667,0,43361,43218,43003,42660,43953,0,46549
1458,7995464,-91.19881667,28.55241667,0,43361,43218,43003,42660,43953,0,46549
1459,7995464,-91.19881667,28.55241667,0,43361,43218,43003,42660,43953,0,46549
1460,7995464,-91.19881667,28.55241667,0,43361,43218,43003,42660,43953,0,46549
1461,7995464,-91.11948333,28.55226667,0,42871,43077,43767,42844,43458,0,47324
1462,7995464,-91.12906294,28.55100211,0,43103,43606,43498,42562,43869,0,46578
1463,7995464,-90.63439913,28.55051692,0,0,43658,43944,43081,43798,0,46893
1464,7995464,-92.78049643,28.55017231,0,43154,41642,42891,42129,43973,44523,43397
1465,7995464,-92.24635668,28.54896953,0,43378,41652,43346,42568,44515,44549,45203
1466,7995464,-90.87838189,28.54866667,0,42747,43157,43945,43529,41806,0,47733
1467,7995464,-93.18299213,28.54823406,0,43041,41909,43591,41893,44266,44202,43917
1468,7995464,-93.13328207,28.54793781,0,42993,42007,43449,41586,44242,44461,43803
1469,7995464,-91.14995326,28.54638659,0,43103,43606,43498,42562,43869,0,46578
1470,7995464,-90.63509359,28.54628207,0,0,43658,43944,43081,43798,0,46893
1471,7995464,-90.78225065,28.54542132,0,43020,43593,43548,43765,43740,0,47329
1472,7995464,-90.87286667,28.54538333,0,42931,43359,43780,43509,41977,0,47904
1473,7995464,-90.78168398,28.54465465,0,43020,43593,43548,43765,43740,0,47329
1474,7995464,-92.81717621,28.54404968,0,43061,41600,42670,42204,44090,44601,0
1475,7995464,-93.3674472,28.543374,0,43215,41887,43328,41819,44214,44155,43444
1476,7995464,-92.19783333,28.54308333,0,43298,41628,43259,42686,44173,44688,45408
1477,7995464,-90.78060892,28.54270695,0,43020,43593,43548,43765,43740,0,47329
1478,7995464,-91.16182342,28.54224549,0,43103,43606,43498,42562,43869,0,46578
1479,7995464,-93.10372,28.54217003,0,43037,42144,43325,41816,44336,44411,43779
1480,7995464,-91.10746667,28.54183333,0,42871,43077,43767,42844,43458,0,47324
1481,7995464,-92.3099601,28.54023337,0,43257,41736,43044,42444,44176,44241,45288
1482,7995464,-91.26671606,28.53967958,0,43259,43416,43050,42227,43908,0,46552
1483,7995464,-93.30153386,28.53867734,0,42998,42290,43453,41959,44327,44154,42454
1484,7995464,-92.44509096,28.53738273,0,43176,0,43398,42095,44345,44272,44278
1485,7995464,-93.66450844,28.53738012,0,43285,42257,42900,42226,43903,43908,42317
1486,7995464,-93.40214546,28.53724687,0,43167,42088,43365,42038,44155,44078,43258
1487,7995464,-91.2369799,28.53650402,0,43392,43474,43080,42527,44184,0,46543
1488,7995464,-91.07383936,28.53596767,0,42956,43020,43818,42824,43642,0,46752
1489,7995464,-92.05083502,28.53582495,0,43110,0,42932,42261,43470,44804,45940
1490,7995464,-90.7757724,28.53582338,0,42942,43127,43531,43689,0,46042,47735
1491,7995464,-90.87829554,28.53532805,0,42864,43017,43978,43480,0,46400,48008
1492,7995464,-91.32995133,28.53419736,0,43014,43251,43407,42811,43657,45968,46321
1493,7995464,-92.96486423,28.53231779,0,42952,41857,42784,42095,43950,44109,0
1494,7995464,-90.76779015,28.53189229,0,42942,43127,43531,43689,0,46042,47735
1495,7995464,-93.36195,28.53136667,0,42903,41966,43400,41671,44258,44247,43427
1496,7995464,-92.99204197,28.53067156,0,42952,41857,42784,42095,43950,44109,0
1497,7995464,-90.68146878,28.52890803,0,0,43318,43609,42920,43615,46084,46993
1498,7995464,-93.0482784,28.52855976,0,43059,41590,43012,41736,44249,44265,44145
1499,7995464,-91.15692668,28.52855468,0,43248,43299,43656,42361,44046,0,46726
1500,7995464,-93.30005053,28.52659401,0,42998,42290,43453,41959,44327,44154,42454
1501,7995464,-90.76233021,28.52539258,0,42942,43127,43531,43689,0,46042,47735
1502,7995464,-91.60343279,28.52520186,0,43230,42737,43108,42130,42161,45046,46048
1503,7995464,-90.46911667,28.5231,0,42932,43507,43968,42704,43087,47336,46229
1504,7995464,-92.99621222,28.52243965,0,42952,41857,42784,42095,43950,44109,0
1505,7995464,-91.28097609,28.52069145,0,43259,43416,43050,42227,43908,0,46552
1506,7995464,-92.71837376,28.5204472,0,43115,41756,42800,41954,43670,44359,43141
1507,7995464,-92.4494372,28.52014183,0,43176,0,43398,42095,44345,44272,44278
1508,7995464,-90.75680449,28.51980049,0,42942,43127,43531,43689,0,46042,47735
1509,7995464,-90.26016329,28.51935991,0,42519,43701,44576,42667,43381,48371,0
1510,7995464,-90.71480998,28.51910253,0,0,43191,43531,43087,43526,45845,47571
1511,7995464,-91.07734387,28.51566627,0,42956,43020,43818,42824,43642,0,46752
1512,7995464,-93.44298171,28.51497575,0,43256,41843,43421,42155,44212,44100,43573
1513,7995464,-90.67288845,28.513969,0,0,43318,43609,42920,43615,46084,46993
1514,7995464,-93.41482967,28.51184774,0,43167,42088,43365,42038,44155,44078,43258
1515,7995464,-90.77422908,28.5117111,0,42942,43127,43531,43689,0,46042,47735
1516,7995464,-91.08936667,28.51118333,0,42703,43369,43788,42425,43746,0,47071
1517,7995464,-91.82828333,28.51031667,0,43174,0,42958,41902,42590,45489,45734
1518,7995464,-90.87433954,28.5098438,0,42800,43139,43896,43698,0,45918,48055
1519,7995464,-92.72441667,28.50943333,0,43115,41756,42800,41954,43670,44359,43141
1520,7995464,-90.19585,28.50885,0,42393,43894,44106,42956,0,48781,47460
1521,7995464,-93.4203879,28.50794495,0,43256,41843,43421,42155,44212,44100,43573
1522,7995464,-92.87088072,28.50758387,0,42905,0,43056,42078,44256,44195,44417
1523,7995464,-90.64822943,28.50720274,0,0,43579,43816,42749,43680,46822,46901
1524,7995464,-92.28526667,28.50713333,0,43271,0,43120,42378,44003,44470,45006
1525,7995464,-90.46216075,28.50691667,0,42932,43507,43968,42704,43087,47336,46229
1526,7995464,-93.4288214,28.5063246,0,43256,41843,43421,42155,44212,44100,43573
