FID_1,Field1,a_lat,a_lon,Identifyin,Date,Time,Waypoint,Inclinomet,Sighting_S,Observer,Vessel_Sig,Number_Ves,Vessel_Act,Direction_,Associated,Animal_Sig,Number_in_,Species,School_Siz,Behavior,Notes,Line,Notes_1,Notes_Off_,Inbound_Ou,GlareL_Cat,GlareR_Cat,Sun_penetr,Air_Temp_C,Wind_direc,Wind_Speed,Cloud_Cove,location_x,location_y,Id,date_1,time_1,cdom,dist2cdom,chloro,dist2chlor,oxy,dist2oxy,salt,dist2salt,temp,dist2temp,A2011175_c,A2011176_c,A2011177_c,A2011178_c,A2011179_c,A2011180_c,A2011181_c,A2011182_c,A2011175_s,A2011176_s,A2011177_s,A2011178_s,A2011179_s,A2011180_s,A2011181_s,A2011182_s,A2011175_t,A2011176_t,A2011177_t,A2011178_t,A2011179_t,A2011180_t,A2011181_t,A2011182_t,FID_2,centroidID,cent_x,cent_y
276,277,28.857,-89.857,361,6/26/2011,11:13:43,308,1,R,KC,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,I,1,3,NA,NA,NA,NA,1,-60.9998,-60.99980098,361,6/26/2011,0.467858796,0.89,0.04038743,1.26,0.04038743,2.06,0.04038743,22.69,0.04038743,29.16,0.04038743,0,0,11.33213997,0,0,0,18.33699036,0,31.29172516,0,0,30.29985809,30.02589417,30.93600082,32.82506943,32.12150955,0,0,0.747959971,0,0,0,1.296200037,0,291,288,-89.84931667,28.869775
285,286,28.886,-89.599,4,6/24/2011,11:27:31,10,20,L,KC,Shrimp Trawler,1,Transiting,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,2,2,0,23,125,NA,3,-60.7128,-60.7128414,4,6/24/2011,11:27:31,1.2,0.00459253,1.28,0.00459253,3.32,0.00459253,16.84,0.00459253,28.83,0.00459253,0,0,10.10251999,0,0,0,14.85698986,19.65279007,30.88436508,0,29.47724915,30.66418839,30.60251236,29.6027565,32.03257751,33.69644928,0,0,0.669290006,0,0,0,1.017500043,1.590989947,292,289,-89.65175,28.869775
292,293,28.916,-89.707,306,6/26/2011,10:24:41,257,1,L,CW,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,I,1,2,NA,NA,NA,NA,1,-60.7907,-60.79077262,306,6/26/2011,0.43380787,0.95,0.04216341,1.27,0.04216341,3.06,0.04216341,21.17,0.04216341,29.01,0.04216341,0,0,12.90847015,0,0,0,17.39859009,13.51593971,30.83129501,0,0,30.33572006,30.09331131,0,0,32.92905807,0,0,0.864600003,0,0,0,1.215800047,0.912,292,290,-89.65175,28.869775
296,297,28.935,-89.638,6,6/24/2011,11:29:22,12,4,L,KC,Shrimp Trawler,1,Transiting,NNE,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,I,3,2,NA,NA,NA,NA,3,-60.7031,-60.70309433,6,6/24/2011,11:29:22,0.9,0.04075098,1.27,0.04075098,2.27,0.04075098,20.33,0.04075098,29.14,0.04075098,0,0,8.698019981,0,0,0,0,22.47468948,30.64123917,0,29.4507122,30.5178833,30.45907593,30.52362061,0,32.84012985,0,0,0.57130003,0,0,0,0,1.664899945,292,291,-89.65175,28.869775
282,283,28.88,-89.515,299,6/26/2011,10:08:36,250,8,L,CW,Shrimp Trawler,1,Transiting,W,No,NA,NA,NA,NA,NA,NA,1,NA,NA,O,1,1,NA,NA,NA,NA,1,-60.6355,-60.63545237,299,6/26/2011,0.422638889,1.3,0.0181659,1.3,0.0181659,3.46,0.0181659,14.4,0.0181659,28.75,0.0181659,0,0,12.17105007,0,0,0,15.04850006,14.93994999,31.14183426,0,30.06605911,30.35723495,30.49278259,30.85783005,31.52911377,33.1700325,0,0,0.80923003,0,0,0,1.02639997,1.087460041,293,292,-89.45418333,28.869775
288,289,28.899,-89.42,295,6/26/2011,9:54:33,246,5,L,CW,Shrimp Trawler,1,Transiting,N,NA,NA,NA,NA,NA,NA,NA,NA,"On the Cross, 2A to 1A",NA,C,1,1,NA,NA,NA,NA,1,-60.5213,-60.52127734,295,6/26/2011,0.412881944,1.97,0.03106912,1.32,0.03106912,3.27,0.03106912,11.93,0.08824093,27.55,0.03106912,0,0,6.923150063,0,0,0,0,0,30.09617996,0,29.0067749,30.11984634,29.96063042,29.31516457,0,32.59485245,0,0,0.451799989,0,0,0,0,0,293,293,-89.45418333,28.869775
290,291,28.903,-89.471,296,6/26/2011,9:55:51,247,6,L,CW,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,On the cross,NA,"On the Cross, 2A to 1A",NA,C,1,1,NA,NA,NA,NA,1,-60.5678,-60.56785224,296,6/26/2011,0.413784722,1.96,0.01732044,1.34,0.01732044,3.47,0.01732044,14.4,0.06035154,28.64,0.01732044,0,0,9.57793045,0,0,0,0,14.85661983,30.78897858,0,30.04525757,29.91544914,29.67304039,29.50808716,0,33.27976227,0,0,0.62559998,0,0,0,0,1.011530042,293,294,-89.45418333,28.869775
294,295,28.932,-89.078,292,6/26/2011,9:44:56,243,10,R,LB,Shrimp Trawler,1,Transiting,NE,NA,NA,NA,NA,NA,NA,NA,NA,"On the Cross, 2A to 1A",NA,C,1,1,NA,NA,NA,NA,1,-60.1461,-60.14617227,292,6/26/2011,0.406203704,1.47,0.04302556,1.47,0.04302556,3.35,0.04302556,15.1,0.04302556,28.75,0.04302556,0,0,17.94121933,0,0,0,0,0,31.24152374,0,0,31.19203949,29.36751938,30.85639572,0,0,0,0,1.273599982,0,0,0,0,0,295,295,-89.05905,28.869775
311,312,28.98,-93.425,926,6/29/2011,12:17:05,135,6,L,LB,Shrimp Trawler,1,Transiting,N,NA,NA,NA,NA,NA,NA,"In between 135 and 137, altitude peaked at 800, Bob was just seeing what auto pilot would do",21,NA,NA,I,1,3,NA,NA,NA,NA,2,-64.4453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303,296,-93.40551667,29.001225
319,320,28.993,-93.171,769,6/28/2011,11:09:04,695,24,R,KC,Shrimp Trawler,1,Trawling,SE,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,I,1,3,NA,NA,NA,NA,1,-64.1786,-64.17856093,769,6/28/2011,0.46462963,0.43,0.03295337,1.16,0.03295337,1.87,0.03295337,29.69,0.03295337,28.95,0.03295337,0,0,0,0,4.720499992,0,2.317219973,0,27.7703476,0,29.43421745,29.19969749,29.05410957,28.53486824,30.87934494,30.5372467,0,0,0,0,0.317699999,0,0.180030003,0,304,297,-93.20795,29.001225
321,322,28.997,-93.167,770,6/28/2011,11:09:04,696,11,R,KC,Shrimp Trawler,1,Trawling,SW,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,I,1,3,NA,NA,NA,NA,1,-64.1697,-64.16967391,770,6/28/2011,0.46462963,0.54,0.03325653,1.16,0.03325653,1.93,0.03325653,27.26,0.03325653,29.27,0.03325653,0,0,0,0,5.645420074,0,2.32475996,0,0,0,29.25850677,0,29.15523148,0,30.81695175,30.89870834,0,0,0,0,0.373400003,0,0.180439994,0,304,298,-93.20795,29.001225
327,328,29.005,-93.177,771,6/28/2011,11:10:00,697,25,L,LB,Shrimp Trawler,1,Trawling,NW,No,NA,NA,NA,NA,NA,NA,20,NA,NA,I,1,3,NA,NA,NA,NA,1,-64.172,-64.17193446,771,6/28/2011,0.465277778,0.54,0.02578966,1.16,0.02578966,1.93,0.02578966,27.26,0.02578966,29.27,0.02578966,0,0,0,0,6.001480103,0,2.425479889,0,0,0,29.4177227,0,28.75719452,29.90468979,30.91233444,31.13466263,0,0,0,0,0.397799999,0,0.186100006,0,304,299,-93.20795,29.001225
328,329,29.006,-93.128,773,6/28/2011,11:10:00,698,2,R,KC,Shrimp Trawler,1,Stationary,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,I,1,3,NA,NA,NA,NA,1,-64.1223,-64.12229854,773,6/28/2011,0.465277778,0.56,0.03711972,1.16,0.03711972,1.64,0.03711972,26.77,0.03711972,29.25,0.03711972,0,0,0,0,7.808479786,0,2.502990007,0,0,0,29.41413689,0,28.85473251,30.42966843,30.85424423,31.29889679,0,0,0,0,0.509509981,0,0.190420002,0,304,300,-93.20795,29.001225
331,332,29.007,-93.156,772,6/28/2011,11:10:00,698,5,R,KC,Shrimp Trawler,1,Transiting,SE,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,I,1,3,NA,NA,NA,NA,1,-64.1481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304,301,-93.20795,29.001225
359,360,29.04,-93.167,775,6/28/2011,11:11:00,700,24,R,KC,Shrimp Trawler,1,Stationary,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,I,1,3,NA,NA,NA,NA,1,-64.1268,-64.12679654,775,6/28/2011,0.465972222,0.54,0.01058972,1.16,0.01058972,1.93,0.01058972,27.26,0.01058972,29.27,0.01058972,0,0,0,0,6.001480103,0,2.425479889,0,0,0,29.4177227,0,28.75719452,29.90468979,30.91233444,31.13466263,0,0,0,0,0.397799999,0,0.186100006,0,304,302,-93.20795,29.001225
298,299,28.946,-92.934,1572,7/1/2011,9:46:24,133,4,L,CW,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.9881,-63.98806535,1572,7/1/2011,0.407222222,0.48,0.02947212,1.16,0.02947212,2.27,0.02947212,28.53,0.02947212,29.06,0.02947212,0,0,0,0,8.342200279,0,2.318109989,0,0,0,29.2405777,29.3962059,28.7614975,30.07323074,30.76818085,31.3024826,0,0,0,0,0.545449972,0,0.180089995,0,305,303,-93.01038333,29.001225
300,301,28.949,-92.942,1571,7/1/2011,9:46:18,132,6,L,CW,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.9923,-63.99231443,1571,7/1/2011,0.407152778,0.48,0.02124971,1.16,0.02124971,2.27,0.02124971,28.53,0.02124971,29.06,0.02124971,0,0,0,0,8.342200279,0,2.318109989,0,0,0,29.2405777,29.3962059,28.7614975,30.07323074,30.76818085,31.3024826,0,0,0,0,0.545449972,0,0.180089995,0,305,304,-93.01038333,29.001225
301,302,28.954,-92.944,1570,7/1/2011,9:46:08,131,7,L,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,305,-93.01038333,29.001225
302,303,28.961,-92.926,1569,7/1/2011,9:45:54,130,3,L,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.9655,-63.96545247,1569,7/1/2011,0.406875,0.48,0.03373746,1.16,0.03373746,2.27,0.03373746,28.53,0.03373746,29.06,0.03373746,0,0,0,0,7.856219769,0,2.579829931,0,0,28.1597805,29.38544846,29.44784355,29.14519119,30.33643723,30.63765335,31.19132233,0,0,0,0,0.511640012,0,0.194749996,0,305,306,-93.01038333,29.001225
304,305,28.965,-92.979,1568,7/1/2011,9:45:51,129,4,R,LB,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-64.0138,-64.01385786,1568,7/1/2011,0.406840278,0.48,0.01934264,1.16,0.01934264,2.27,0.01934264,28.53,0.01934264,29.06,0.01934264,0,0,0,0,7.120940208,0,2.611419916,0,0,28.26018524,29.42346001,29.21762657,29.12654495,30.27619171,30.76746368,31.20996857,0,0,0,0,0.464760005,0,0.196539998,0,305,307,-93.01038333,29.001225
305,306,28.966,-92.933,1567,7/1/2011,9:45:44,128,4,L,CW,Shrimp Trawler,1,Trawling,W,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.9668,-63.96684214,1567,7/1/2011,0.406759259,0.48,0.02744871,1.16,0.02744871,2.27,0.02744871,28.53,0.02744871,29.06,0.02744871,0,0,0,0,7.856219769,0,2.579829931,0,0,28.1597805,29.38544846,29.44784355,29.14519119,30.33643723,30.63765335,31.19132233,0,0,0,0,0.511640012,0,0.194749996,0,305,308,-93.01038333,29.001225
308,309,28.976,-92.962,1566,7/1/2011,9:45:30,127,12,R,LB,Shrimp Trawler,1,Transiting,Unknown,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.9865,-63.98657036,1566,7/1/2011,0.406597222,0.48,0.01593564,1.16,0.01593564,2.27,0.01593564,28.53,0.01593564,29.06,0.01593564,0,0,0,0,7.120940208,0,2.611419916,0,0,28.26018524,29.42346001,29.21762657,29.12654495,30.27619171,30.76746368,31.20996857,0,0,0,0,0.464760005,0,0.196539998,0,305,309,-93.01038333,29.001225
309,310,28.978,-92.964,720,6/28/2011,10:16:01,646,16,R,KC,Shrimp Trawler,1,Trawling,SE,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.986,-63.98599332,720,6/28/2011,0.427789352,0.48,0.01805191,1.16,0.01805191,2.27,0.01805191,28.53,0.01805191,29.06,0.01805191,0,0,0,0,7.120940208,0,2.611419916,0,0,28.26018524,29.42346001,29.21762657,29.12654495,30.27619171,30.76746368,31.20996857,0,0,0,0,0.464760005,0,0.196539998,0,305,310,-93.01038333,29.001225
314,315,28.985,-92.951,1565,7/1/2011,9:45:10,126,25,L,CW,Shrimp Trawler,1,Transiting,E,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.9652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,305,311,-93.01038333,29.001225
315,316,28.985,-92.924,1563,7/1/2011,9:45:08,125,3,L,CW,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.9386,-63.93861914,1563,7/1/2011,0.406342593,0.46,0.04239015,1.16,0.04239015,2.34,0.04239015,28.94,0.04239015,29.03,0.04239015,0,0,0,0,7.856219769,0,2.579829931,0,0,28.1597805,29.38544846,29.44784355,29.14519119,30.33643723,30.63765335,31.19132233,0,0,0,0,0.511640012,0,0.194749996,0,305,312,-93.01038333,29.001225
320,321,28.995,-92.956,719,6/28/2011,10:15:04,645,80,L,LB,Shrimp Trawler,1,Trawling,W,No,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.9615,-63.96142846,719,6/28/2011,0.42712963,0.48,0.03487025,1.16,0.03487025,2.27,0.03487025,28.53,0.03487025,29.06,0.03487025,0,0,0,0,7.856219769,0,2.579829931,0,0,28.1597805,29.38544846,29.44784355,29.14519119,30.33643723,30.63765335,31.19132233,0,0,0,0,0.511640012,0,0.194749996,0,305,313,-93.01038333,29.001225
338,339,29.021,-92.973,717,6/28/2011,10:15:00,643,3,R,KC,Shrimp Trawler,1,Trawling,SW,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.9514,-63.95139286,717,6/28/2011,0.427083333,0.5,0.01542831,1.16,0.01542831,1.78,0.01542831,28.11,0.01542831,29.18,0.01542831,0,0,0,0,6.67855978,0,2.749929905,3.222630024,0,28.40362167,29.41915703,29.4313488,29.06414986,30.30129242,30.66131973,31.0808754,0,0,0,0,0.436760008,0,0.204319999,0.231000006,305,314,-93.01038333,29.001225
339,340,29.021,-92.938,1562,7/1/2011,9:44:03,124,7,L,CW,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.9178,-63.91775012,1562,7/1/2011,0.405590278,0.5,0.02357801,1.16,0.02357801,1.78,0.02357801,28.11,0.02357801,29.18,0.02357801,0,0,0,0,7.031199932,0,3.016910076,3.728689909,0,28.36346054,29.29795265,29.38759995,29.18391991,29.97999573,30.68785477,31.21929169,0,0,0,0,0.458779991,0,0.219339997,0.259799987,305,315,-93.01038333,29.001225
348,349,29.029,-93.023,718,6/28/2011,10:15:01,644,1,R,KC,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.9936,-63.99360281,718,6/28/2011,0.427094907,0.52,0.00717021,1.17,0.00717021,1.71,0.00717021,27.35,0.00717021,29.12,0.00717021,0,0,0,0,6.544370174,0,2.533819914,0,0,28.23508453,29.54968452,29.26639557,28.92716789,30.36870956,30.66705704,31.19132233,0,0,0,0,0.428380013,0,0.192149997,0,305,316,-93.01038333,29.001225
353,354,29.032,-92.966,716,6/28/2011,10:14:03,642,4,R,KC,Shrimp Trawler,1,Trawling,S,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.9345,-63.93452439,716,6/28/2011,0.426423611,0.5,0.0065613,1.16,0.0065613,1.78,0.0065613,28.11,0.0065613,29.18,0.0065613,0,0,0,0,6.67855978,0,2.749929905,3.222630024,0,28.40362167,29.41915703,29.4313488,29.06414986,30.30129242,30.66131973,31.0808754,0,0,0,0,0.436760008,0,0.204319999,0.231000006,305,317,-93.01038333,29.001225
377,378,29.053,-92.984,714,6/28/2011,10:14:00,640,2,R,KC,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.9309,-63.93084478,714,6/28/2011,0.426388889,0.5,0.03301089,1.16,0.03301089,1.78,0.03301089,28.11,0.03301089,29.18,0.03301089,0,0,0,0,8.107049942,0,2.711240053,0,27.80262184,28.20783043,29.43350029,29.22336578,29.19898033,30.37803268,30.77606964,31.1877327,0,0,0,0,0.527899981,0,0.202130005,0,305,318,-93.01038333,29.001225
385,386,29.061,-92.955,713,6/28/2011,10:13:03,639,6,R,KC,Shrimp Trawler,1,Stationary,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.8944,-63.89441891,713,6/28/2011,0.425729167,0.5,0.03114877,1.16,0.03114877,1.78,0.03114877,28.11,0.03114877,29.18,0.03114877,0,0,0,0,9.248439789,0,2.951740026,0,0,28.1597805,29.38544846,29.46218681,29.08136177,30.09402847,30.81264496,31.4624176,0,0,0,0,0.606320024,0,0.215670004,0,305,319,-93.01038333,29.001225
307,308,28.971,-92.792,1338,6/30/2011,10:53:05,534,1,R,CW,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,See Waypoint 539,Z13,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.8206,-63.82064665,1338,6/30/2011,0.453530093,0.45,0.03021081,1.17,0.03021081,2.41,0.03021081,29.25,0.03021081,28.98,0.03021081,0,0,0,0,11.22708035,0,3.71446991,0,0,28.19994164,29.15523148,29.31373024,29.00749207,29.70029259,30.52290344,30.82842636,0,0,0,0,0.743089974,0,0.259119987,0,306,320,-92.81281667,29.001225
312,313,28.983,-92.864,1564,7/1/2011,9:45:08,125,1,L,CW,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.8812,-63.88128756,1564,7/1/2011,0.406342593,0.46,0.03453878,1.16,0.03453878,2.34,0.03453878,28.94,0.03453878,29.03,0.03453878,0.217999995,0,0,0,9.34471035,0,2.996530056,0,0,28.19850731,29.10789871,29.29364967,29.00032043,30.11626053,30.52935791,31.08159256,0.070600003,0,0,0,0.613030016,0,0.218199998,0,306,321,-92.81281667,29.001225
318,319,28.992,-92.725,1334,6/30/2011,10:51:04,530,2,R,CW,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,See waypoint 539,Z13,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.7333,-63.73332204,1334,6/30/2011,0.45212963,0.45,0.04036283,1.17,0.04036283,2.48,0.04036283,29.57,0.04036283,28.93,0.04036283,0,0,0,0,7.483990192,0,2.62928009,3.018349886,0,0,29.22408295,29.14017105,28.95298576,29.90325546,30.53437805,31.00700378,0,0,0,0,0.48883,0,0.19754,0.219400004,306,322,-92.81281667,29.001225
325,326,29.004,-92.835,1343,6/30/2011,10:57:04,539,2,L,LB,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,Same boat as sighting 530 and 534? Use these activities (539 - closer),Z14,NA,NA,I,1,3,NA,NA,NA,NA,1,-63.8313,-63.83134347,1343,6/30/2011,0.456296296,0.5,0.03030889,1.18,0.03030889,1.93,0.03030889,28.61,0.03030889,29.04,0.03030889,0,0,0,0,12.23692036,0,4.093530178,0,0,28.43661308,29.26854706,29.23412323,29.02111816,30.29483795,30.69933319,31.14900589,0,0,0,0,0.819379985,0,0.281080008,0,306,323,-92.81281667,29.001225
326,327,29.004,-92.759,1623,7/1/2011,10:20:04,181,3,L,CW,Shrimp Trawler,1,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,I,1,3,NA,NA,NA,NA,2,-63.7547,-63.75470765,1623,7/1/2011,0.430601852,0.48,0.02723801,1.17,0.02723801,2.01,0.02723801,29.39,0.02723801,29.24,0.02723801,0,0,0,0,13.16479969,0,3.218159914,0,27.85497665,0,29.36393356,29.40624619,29.14088821,30.49493408,30.6484108,31.22718048,0,0,0,0,0.893980026,0,0.230810001,0,306,324,-92.81281667,29.001225
332,333,29.013,-92.806,1343,6/30/2011,10:57:04,539,10,L,LB,Shrimp Trawler,1,Trawling,E,NA,NA,NA,NA,NA,NA,Same boat as sighting 530 and 534? Use these activities (539 - closer),Z14,NA,NA,I,1,3,NA,NA,NA,NA,1,-63.7935,-63.79352319,1343,6/30/2011,0.456296296,0.5,0.0218106,1.18,0.0218106,1.93,0.0218106,28.61,0.0218106,29.04,0.0218106,0,0,0,0,16.4116497,0,3.959609985,0,0,28.43015862,29.36823654,29.35891342,29.00534058,0,30.72371674,31.09808731,0,0,0,0,1.346600056,0,0.273189992,0,306,325,-92.81281667,29.001225
340,341,29.023,-92.356,1310,6/30/2011,10:25:00,508,4,R,CW,Shrimp Trawler,1,Transiting,ESE,NA,NA,NA,NA,NA,NA,NA,Z12,NA,NA,I,1,3,NA,NA,NA,NA,1,-63.3333,-63.33331535,1310,6/30/2011,0.434027778,0.6,0.02703645,1.2,0.02703645,1.36,0.02703645,26.07,0.02703645,29.41,0.02703645,0,3.027580023,0,0,9.89964962,0,9.60725975,4.528260231,27.94032097,0,29.39477158,29.50234985,29.27500153,30.49134827,31.0435791,32.52241516,0,0.219970003,0,0,0.655799985,0,0.628279984,0.306199998,308,326,-92.41768333,29.001225
306,307,28.97,-92.121,1287,6/30/2011,10:09:05,487,3,R,CW,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,NA,Z11,NA,NA,O,3,1,NA,NA,NA,NA,1,-63.1511,-63.15112341,1287,6/30/2011,0.422974537,0.59,0.01003568,1.19,0.01003568,1.89,0.01003568,26.33,0.01003568,29.1,0.01003568,0,6.576509953,0,0,12.9021101,0,2.743609905,1.48980999,0,0,29.39692307,29.52745056,29.36680222,30.06892776,30.6268959,32.0153656,0,0.430339992,0,0,0.862659991,0,0.203979999,0.134450004,310,327,-92.02255,29.001225
316,317,28.987,-91.859,453,6/27/2011,9:11:59,394,1,R,LB,Shrimp Trawler,1,Trawling,ESE,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,O,2,1,NA,NA,NA,NA,1,-62.8718,-62.87177778,453,6/27/2011,0.383321759,0.55,0.03262487,1.19,0.03262487,1.33,0.03262487,26.94,0.03262487,29.38,0.03262487,0,5.371850014,0,0,15.34990025,0,6.104300022,1.557029963,28.3039341,0,29.37253952,29.24846649,29.26424408,30.18869781,31.18342972,32.02827454,0,0.356400013,0,0,1.052700043,0,0.401329994,0.168249995,311,328,-91.82498333,29.001225
388,389,29.066,-91.922,1274,6/30/2011,10:03:02,474,10,R,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,Z10,NA,NA,I,1,3,NA,NA,NA,NA,1,-62.8554,-62.85541015,1274,6/30/2011,0.418773148,0.64,0.03575073,1.21,0.03575073,0.32,0.03575073,25.48,0.03575073,29.63,0.03575073,0,5.439529896,0,0,20.41008949,0,5.930560112,0,28.14902115,0,29.34456825,29.30297279,29.3359623,30.49565125,31.53341675,32.2276535,0,0.360729992,0,0,1.547369957,0,0.390579998,0,311,329,-91.82498333,29.001225
389,390,29.066,-91.921,1274,6/30/2011,10:03:02,474,9,R,CW,Shrimp Trawler,1,Anchored,NA,NA,NA,NA,NA,NA,NA,NA,Z10,NA,NA,I,1,3,NA,NA,NA,NA,1,-62.8543,-62.85435208,1274,6/30/2011,0.418773148,0.64,0.03536021,1.21,0.03536021,0.32,0.03536021,25.48,0.03536021,29.63,0.03536021,0,5.439529896,0,0,20.41008949,0,5.930560112,0,28.14902115,0,29.34456825,29.30297279,29.3359623,30.49565125,31.53341675,32.2276535,0,0.360729992,0,0,1.547369957,0,0.390579998,0,311,330,-91.82498333,29.001225
310,311,28.978,-91.257,165,6/25/2011,10:03:03,123,7,L,KC,Shrimp Trawler,1,Transiting,S,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,I,1,3,1.5,22,SE,22,3,-62.2792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314,331,-91.23228333,29.001225
303,304,28.964,-91.097,520,6/27/2011,10:08:01,447,4,L,CW,Shrimp Trawler,1,Trawling,S,Unknown,NA,NA,NA,NA,NA,NA,10,NA,NA,I,1,3,NA,NA,NA,NA,1,-62.1332,-62.13323465,520,6/27/2011,0.422233796,0.74,0.02739462,1.26,0.02739462,1.42,0.02739462,17.46,0.02739462,29.59,0.02739462,0,6.570549965,0,0,17.04740906,0,8.02355957,0,29.40696335,0,29.24703217,0,29.91975212,30.7574234,32.8702507,31.51046753,0,0.460720003,0,0,1.188359976,0,0.522199988,0,315,332,-91.03471667,29.001225
324,325,29.002,-91.096,522,6/27/2011,10:09:18,449,4,L,CW,Shrimp Trawler,1,Transiting,W,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,I,1,3,NA,NA,NA,NA,1,-62.0936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315,333,-91.03471667,29.001225
